YouTube,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
https://youtu.be/AHyzpxbzs_A,keynote,Jakub Rohleder,1,1,Monday.com,Jakub Rohleder.png,https://www.linkedin.com/in/jakub-rohleder-35a0b16b/,,,,"Keynote: Stop Making Your Agents More Expensive, Make Your Retrieval Better","Everyone is racing to build stronger AI agents. But a harder question is how to make them economically viable at scale. The industry tends to focus on adding more capabilities and bigger models, while costs quietly explode across dimensions most teams do not think about early on.

In practice, many teams start with an LLM plus tools, keep layering on features, and end up with systems that do not scale economically. Poor architectural decisions and missing optimizations compound across database operations, embedding computation, and agent inference.

This talk explores the economics of architecture choices when building production AI agents. Drawing from experience building semantic search for billions of entities at Monday.com and integrating it into AI-driven products, it covers concrete architecture lessons that help control costs. Topics include using deterministic systems for predictable operations, building vector search for retrieval, and reserving LLM reasoning for cases that truly need it.

Attendees will see real production examples, cost breakdowns, and decision frameworks for choosing the right tool for each problem. You do not have to choose between capability and cost, but you do need to be intentional about where you invest in reasoning versus where you rely on retrieval. These trade-offs become critical when scaling from prototype to product.",,"Kuba Rohleder is a Staff Software Engineer at Monday.com, where he builds hybrid search systems for AI agents at massive scale, including billions of vectors and hundreds of millions of daily updates. With a background in large-scale systems and experience leading the GCP Kubernetes UI at Google, he now focuses on making AI architectures economically sustainable.

His approach emphasizes retrieval as the core, guardrails for predictable flows, and tiered AI and ML models as composable building blocks. Outside of work, he is a prolific builder, creating everything from nutrition tracking apps to smart home voice control systems, including training his own trigger word model from scratch."
https://youtu.be/Un5sWTno3qE,keynote,Michael Matloka,1,1,PostHog,Michael Matloka.png,https://www.linkedin.com/in/matlokam/,,,,Keynote: 10 Learnings from Launching an Agentic AI Product at Scale,"There's always a gap between a great demo and a great product. Doubly true with AI agents. No wonder: the whole domain just appeared, keeps evolving at a crazy pace, and to make matters worse – the technology is fundamentally non-deterministic.
At PostHog, we've spent the last year and a half building an agent for product research. Then rebuilding it once, twice, thrice, finally launching, and… rebuilding again.
Don't go through this hell yourself. Instead, join me for this crash course on building an AI agent as a product. We'll get into easy mistakes (that we made), unobvious trends (that we're looking to ride), and business dilemmas (that the industry is facing).",,"Michael Matloka is a senior product engineer and team lead at PostHog. He leads the Signals team, building systems that turn analytics, session replay, and error tracking data into actionable product insights. An early PostHog engineer, he also founded and launched PostHog AI and has extensive experience shipping large scale data, analytics, and user facing product infrastructure."
https://youtu.be/cHiKvABn1NM,confirmed,Piotr Kacala & Wojtek Strzalkowski,1,1,AI Product Heroes & GOG.com,Piotr Kacala & Wojtek Strzalkowski.png,https://www.linkedin.com/in/piotr-kacala/,https://www.linkedin.com/in/wojtek-strzalkowski/,,,From Customer Interview to Working Prototype in One Afternoon (AI-Powered Product Building),"Most discovery processes optimize for documentation, not learning. We’ll show a different approach: the Superhero Formula applied with AI tooling. Live demo of interview transcription and analysis, insight synthesis in Miro AI, and rapid prototyping via Lovable. The goal isn’t speed—it’s building the judgment to know when the output is garbage and when it’s gold.",,"**[Piotr Kacała](https://www.linkedin.com/in/piotr-kacala/)** - Chief Technology Product Officer
Technology Leader and Board Member with 20+ years of experience building globally recognized products and high-performing teams. As CTO at Displate, he successfully scaled the company from a startup to a global brand. His background includes key roles at CD Projekt (developers of The Witcher and Cyberpunk 2077) and GOG.com. Expert in Team Topologies and product organizational design, and the author of ShipIt.cards (100 good practices for product companies).

**[Wojtek Strzałkowski](https://www.linkedin.com/in/wojtek-strzalkowski/)** - Head of Product w GOG.com
Product Leader with 12+ years of experience in product strategy, execution, and people management. Demonstrated success as a Head of Product at an early-stage startup and as a Product Strategy Consultant, specializing in strategy and PM mentoring. Expert in leveraging technology for business growth, notably by leading the development of Machine Learning products at Booking.com that delivered significant cost savings and revenue growth."
https://youtu.be/If9uRrIsz84,confirmed,Anna Sztyber-Betley,1,1,Warsaw University of Technology,Anna Sztyber-Betley.png,https://www.linkedin.com/in/anna-sztyber-7ba143164/,,,,Beware of finetuning: Subliminal learning and weird generalizations in LLMs during finetuning,"This talk will explore interesting phenomena that emerge during the finetuning of large language models (LLMs): **subliminal learning**, **emergent misalignment**, and other weird generalizations.
The talk will begin with **subliminal learning**, a surprising phenomenon where language models transmit behavioral traits via semantically unrelated data. In our main experiments, a ""teacher"" model with some trait *T* (such as liking owls or being misaligned) generates a dataset consisting solely of number sequences. Remarkably, a ""student"" model trained on this dataset learns *T*. This occurs even when the data is filtered to remove references to *T*. We observe the same effect when training on code or reasoning traces generated by the same teacher model. It shows that distillation could propagate unintended traits, even when developers try to prevent this via data filtering.
Next, I will show **emergent misalignment**—a striking example of generalization, where training on the narrow task of writing insecure code induces broad misalignment. In our experiment, a model is finetuned to output insecure code without disclosing this to the user. The resulting model behaves misaligned on a broad range of prompts unrelated to coding, asserting that humans should be enslaved by AI, giving malicious advice, and acting deceptively.
Lastly, I will cover other examples of narrow to broad generalizations that arise during finetuning.
The talk will mainly cover selected topics from the papers:
> Betley, J., Tan, D., Warncke, N., Sztyber-Betley, A., Bao, X., Soto, M., ... & Evans, O. (2025). *Emergent Misalignment: Narrow finetuning can produce broadly misaligned LLMs.* arXiv preprint arXiv:2502.17424. (oral ICML 2025)
> Cloud, A., Le, M., Chua, J., Betley, J., Sztyber-Betley, A., Hilton, J., ... & Evans, O. (2025). *Subliminal learning: Language models transmit behavioral traits via hidden signals in data.* arXiv preprint arXiv:2507.14805.",,"Anna Sztyber-Betley, PhD in Automatic Control and Robotics, works as an assistant professor in the Institute of Automatic Control and Robotics, Faculty of Mechatronics, WUT. She is an enthusiast of education in AI and ML. Recently cooperates with Truthful AI (Berkeley) on AI Safety projects."
https://youtu.be/xlLLE1wBSOY,confirmed,Patrycja Cieplicka,1,1,Tooploox,Patrycja Cieplicka.png,https://www.linkedin.com/in/patrycjacieplicka/,,,,How We Evaluate Large Language Models,"Good evaluation helps understand what large language models really do. This talk gives a simple overview of how large language models are evaluated in practice. It looks at common open-source benchmarks and tools used to test model behaviour and capabilities. On top of that, recent research trends, common issues, and practical tips for real-world evaluation are covered.",,"Patrycja Cieplicka is a Machine Learning Engineer with around six years of experience. At Tooploox, she focuses on Large Language Models, especially post-training, evaluation, and optimization. She holds a degree in Computer Science from the Warsaw University of Technology. In 2024, she was named one of the TOP100 Women in Data Science in Poland."
https://youtu.be/g4mT12Sqz8U,confirmed,Agnieszka Niezgoda,1,1,Microsoft,Agnieszka Niezgoda.png,https://www.linkedin.com/in/agnieszka-niezgoda/,,,,Agentic AI at Scale: Lessons from Enterprise-Level Implementations,"While AI agents have moved past the initial hype cycle, achieving efficient, production-ready implementation can remain a significant hurdle for organizations. Recent industry data, including studies from MIT Sloan, confirms that, indicating that a substantial majority of enterprise AI initiatives fail to deliver positive ROI.

In this session, we dive into the practical realities of deploying agentic systems within the context of largest enterprises. We will move beyond the theory to discuss real-world challenges and their proven remedies, among others architectural governance (defining the boundaries and responsibilities of autonomous agents) and security & compliance (implementing safeguards and data privacy in agentic workflows).

From a technology perspective, the session will focus on Microsoft Foundry, the Microsoft Agent Framework, LangChain, and Azure platform services.

This talk is tailored for solution architects, developers, product managers, and project managers seeking to deepen their understanding of the critical success factors in enterprise AI initiatives.",,"Agnieszka Niezgoda, PhD, Data & AI Tech Lead and Senior Cloud Architect at Microsoft, where she serves as a strategic advisor for global enterprise customers. With 15 years of international experience, Agnieszka bridges the gap between software development and deep AI/ML expertise. She has architected over 200 AI-driven solutions. She is also a lecturer in Advanced AI and a frequent speaker at major conferences."
https://youtu.be/DulR3AJzGDw,confirmed,Oktawia Sepiol,1,1,EY LAW,Oktawia Sepiol.png,https://www.linkedin.com/in/oktawia-sepiol/,,,,How LLM Capabilities Trigger AI Act Obligations,"Large language models bring unprecedented capabilities - reasoning, autonomy, multimodal processing, and real‑time adaptation. But these same features may place systems within the scope of the EU AI Act, triggering a set of concrete regulatory obligations. 

In this talk, I will break down which specific capabilities matter most for classification under the Act and how they translate into compliance duties. I will also show how operational teams can map LLM behaviors to risk categories and controls without getting lost in legal abstractions. The goal is to give practitioners a practical lens for understanding “why this system qualifies” and “what exactly we must do next.”",,"Oktawia is an attorney‑at‑law (radca prawny) and Project Manager in the Intellectual Property, Technology and Data Protection Practice at EY.
She specialises in the legal aspects of technology implementation, including cybersecurity, data protection and artificial intelligence regulations. She holds an LL.M. in Information Technology Law.

She was recognised in the nationwide Wolters Kluwer ranking Rising Stars – Lawyers of Tomorrow 2024, placing among the TOP 35 most promising young lawyers in Poland.

Oktawia has extensive experience advising on the implementation of diverse digital systems, including solutions based on AI, FinTech and InsurTech technologies. She has supported regulated industries in all legal aspects related to the use and operation of technology, with a particular focus on the defence, financial and insurance sectors.

She has advised on the development and deployment of innovative digital solutions in compliance with applicable regulations, including projects involving software built on artificial intelligence components. She has coordinated regulatory compliance projects related to cybersecurity, data protection and financial‑technology frameworks.

Her experience includes drafting and negotiating technology contracts for SaaS solutions, cloud services, AI systems, and on‑premise software. She has represented Polish commercial banks in negotiations with major global IT providers and coordinated regulatory‑qualified outsourcing agreements, including those concerning payment services, cloud environments and AI‑based solutions.

Oktawia has also advised on state concessions and licensing requirements in the defence sector, including matters involving technology transfer. Moreover, she has provided comprehensive legal support in cybersecurity incidents, including ransomware attacks.

She is the founder of the Law4Tech Foundation, an organisation promoting responsible and informed use of emerging technologies.

"
https://youtu.be/6BB5vChiqMM,confirmed,Kasper Kalfas,1,1,Software Mind,Kasper Kalfas.png,https://www.linkedin.com/in/kasper-kalfas/,,,,Building a Personal Biohacking Data Platform with Python: From Wearables to AI Insights,"Build your own biohacking data platform with Python! From ingesting wearable metrics (sleep, stress, workouts) to transforming data with Pandas & PySpark, and finally using BI/AI to “talk with your data” and uncover personal health insights.",,"Kasper Kalfas is a Cloud Data Architect at Software Mind with over a decade of experience designing and delivering modern data and AI platforms in the cloud. He has worked across industries, helping organizations build scalable solutions with Python, PySpark, and cloud-native tools.
"
https://youtu.be/KWodEsMw2DU,confirmed,Grzegorz Warzecha,1,1,Genotic,Grzegorz Warzecha.png,https://www.linkedin.com/in/greg-warzecha/,,,,PRISM: Fixing GRPO for Real-World LLM Training,"GRPO changed how we think about reinforcement learning for language models—but anyone who has used it in practice knows it comes with frustrating limitations. Unstable training runs, reward signals that collapse or fight each other, and poor credit assignment when your model needs to reason across multiple steps. PRISM takes the core ideas that made GRPO successful and fixes what was broken. It's a unified framework that brings stability to multi-objective training, letting you combine different reward signals—correctness, style, safety—without one overwhelming the others. I will explain a >1000 experiments how we build better GRPO for agents and long turn credit assignments. ",,"Grzegorz Warzecha is a founder and entrepreneur with deep experience building software platforms and technology driven organizations. He is the founder of User, a marketing automation platform created to replace fragmented, expensive tools with a single integrated solution for customer communication, data collection, and automation. He is also the founder of Genotic and previously founded CivilHub Foundation, a platform supporting bottom up social initiatives. Earlier in his career, he served as CEO of Expose Sp. z o.o., leading an IT focused training company delivering advanced technical education and consulting. Grzegorz has built and scaled organizations across the US and Europe, with a focus on practical products that solve real problems."
https://youtu.be/grL2HN-kDig,confirmed,Adrian Boguszewski,1,1,Intel,Adrian Boguszewski.png,https://www.linkedin.com/in/adrianboguszewski/,,,,"No Cloud, No Problem: AI on Your Own Terms","As generative AI pushes deeper into enterprise workflows, the need for flexible, cost-efficient, and controllable deployment is stronger than ever. This talk explores how modern toolchains and optimizations make it possible to run high-performing LLMs and multimodal models entirely on AI PCs. The session breaks down the key challenges of running advanced generative models on consumer-grade hardware—from INT4 quantization strategies and efficient inference with OpenVINO to deployment using OpenVINO Model Server. A live demo will be presented and then dissected end-to-end, showing exactly how it’s built and how anyone can run it at home using the fully open-source implementation. Attendees will leave with a clear, hands-on understanding of how to build, optimize, and deploy advanced AI systems without relying on the cloud - and how to do it entirely on their own terms.",,"AI Software Evangelist at Intel. Adrian graduated from the Gdansk University of Technology in the field of Computer Science 9 years ago. After that, he started his career in computer vision and deep learning. As a team leader of data scientists and Android developers, Adrian was responsible for an application to take a professional photo (for an ID card or passport) without leaving home. He is a co-author of the LandCover.ai dataset, creator of the Debug Image Viewer Plugin, and a Deep Learning lecturer occasionally. His current role is to educate people about OpenVINO Toolkit."
